1.000 0.800 1.000 1.000 0.973 1 1
0.875 0.400 0.600 0.600 0.851 1 -1
0.833 0.600 0.500 0.800 0.801 1 -1
0.825 0.400 0.200 0.400 0.803 0 -1
0.916 0.800 0.800 1.000 0.920 1 1
0.808 0.400 0.300 0.400 0.770 0 -1
0.850 0.600 0.600 0.600 0.833 0 1
0.983 1.000 0.900 1.000 0.960 1 1
0.825 0.400 0.600 0.400 0.828 0 -1
0.908 0.600 0.700 0.800 0.884 1 1
0.891 0.600 0.700 0.700 0.852 1 -1
0.841 0.600 0.800 0.600 0.826 0 -1
0.825 0.400 0.700 0.600 0.795 0 -1
0.916 0.600 0.800 0.900 0.885 1 -1
0.875 0.800 0.700 0.400 0.824 0 -1
0.850 0.600 0.500 0.500 0.875 0 -1
0.866 0.600 0.600 0.500 0.839 0 -1
0.958 1.000 0.900 0.600 0.941 1 1
0.858 0.400 0.400 0.900 0.881 0 -1
0.850 0.600 0.900 0.800 0.870 1 -1
0.908 0.600 0.600 0.600 0.876 0 1
0.925 1.000 0.900 0.800 0.923 1 1
0.825 0.200 0.200 0.300 0.807 1 -1
0.883 0.400 0.400 0.500 0.820 0 -1
0.800 0.400 0.300 0.400 0.739 0 -1
0.875 0.400 0.300 0.600 0.852 0 -1
0.900 0.800 0.900 1.000 0.840 0 1
0.816 0.400 0.300 0.500 0.756 1 -1
0.958 0.800 0.900 0.800 0.923 1 1
0.916 0.800 0.700 0.800 0.873 1 1
0.825 0.400 0.500 0.600 0.907 0 -1
0.975 1.000 1.000 1.000 0.989 1 1
1.000 1.000 0.900 0.900 0.998 1 1
0.850 0.600 0.700 0.800 0.897 1 1
0.850 0.600 0.700 1.000 0.839 0 -1
0.883 0.400 0.800 0.700 0.831 0 -1
0.808 0.400 0.600 0.600 0.794 1 -1
0.816 0.200 0.400 0.600 0.809 1 -1
0.975 1.000 0.800 0.900 0.914 1 1
0.941 0.800 0.800 0.500 0.884 1 1
0.883 0.600 0.700 0.500 0.827 1 1
0.941 0.800 0.900 0.900 0.932 1 1
0.841 0.400 0.500 0.600 0.868 0 -1
0.800 0.200 0.600 0.800 0.762 0 -1
0.908 0.600 0.800 0.600 0.806 1 -1
0.925 0.600 0.600 0.700 0.877 0 -1
0.825 0.800 0.700 0.900 0.880 1 -1
0.833 0.400 0.600 0.700 0.812 1 -1
0.966 1.000 1.000 1.000 0.957 1 1
0.808 0.400 0.400 0.800 0.786 1 -1
0.850 0.600 0.700 0.800 0.908 1 1
0.875 0.400 0.500 0.900 0.818 1 -1
0.925 0.800 0.800 0.900 0.907 1 1
0.941 0.400 0.400 0.500 0.870 1 1
0.950 0.800 0.600 0.400 0.846 0 -1
0.883 0.800 0.800 0.900 0.882 1 1
0.825 0.400 0.500 0.500 0.809 0 -1
0.983 1.000 0.900 0.700 0.951 1 1
0.850 0.400 0.400 0.500 0.824 0 -1
0.916 0.600 0.800 1.000 0.870 1 1
0.975 0.800 0.700 0.900 0.953 1 1
0.866 0.400 0.400 0.500 0.832 0 -1
0.966 0.800 0.800 0.900 0.955 1 1
0.850 0.600 0.400 0.600 0.745 0 -1
0.916 0.600 0.700 0.800 0.894 1 1
0.858 0.800 0.800 1.000 0.849 0 1
0.900 0.600 0.700 0.600 0.866 0 -1
0.916 0.600 0.700 1.000 0.892 1 1
0.866 0.600 0.700 0.800 0.818 1 -1
0.833 0.200 0.300 0.400 0.796 0 -1
0.933 0.600 0.600 0.700 0.871 0 -1
0.916 0.800 1.000 0.800 0.921 1 1
0.966 0.800 0.800 0.700 0.930 1 1
0.850 0.600 0.700 0.600 0.856 0 -1
0.841 0.400 0.600 0.800 0.796 0 -1
