arrival_date,label
2016-01-19,1.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,1.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,1.0
2016-02-04,1.0
2016-02-05,1.0
2016-02-06,3.0
2016-02-07,2.0
2016-02-08,1.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,1.0
2016-02-12,2.0
2016-02-13,2.0
2016-02-14,2.0
2016-02-15,1.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,1.0
2016-02-19,2.0
2016-02-20,1.0
2016-02-21,1.0
2016-02-22,1.0
2016-02-23,1.0
2016-02-24,1.0
2016-02-25,1.0
2016-02-26,1.0
2016-02-27,3.0
2016-02-28,1.0
2016-02-29,1.0
2016-03-01,1.0
2016-03-02,1.0
2016-03-03,1.0
2016-03-04,2.0
2016-03-05,2.0
2016-03-06,1.0
2016-03-07,2.0
2016-03-08,1.0
2016-03-09,2.0
2016-03-10,1.0
2016-03-11,2.0
2016-03-12,2.0
2016-03-13,2.0
2016-03-14,2.0
2016-03-15,1.0
2016-03-16,1.0
2016-03-17,2.0
2016-03-18,2.0
2016-03-19,3.0
2016-03-20,3.0
2016-03-21,2.0
2016-03-22,1.0
2016-03-23,2.0
2016-03-24,4.0
2016-03-25,2.0
2016-03-26,1.0
2016-03-27,1.0
2016-03-28,3.0
2016-03-29,1.0
2016-03-30,1.0
2016-03-31,3.0
2016-04-01,1.0
2016-04-02,2.0
2016-04-03,2.0
2016-04-04,3.0
2016-04-05,1.0
2016-04-06,2.0
2016-04-07,2.0
2016-04-08,2.0
2016-04-09,3.0
2016-04-10,2.0
2016-04-11,3.0
2016-04-12,2.0
2016-04-13,2.0
2016-04-14,1.0
2016-04-15,2.0
2016-04-16,3.0
2016-04-17,3.0
2016-04-18,3.0
2016-04-19,1.0
2016-04-20,2.0
2016-04-21,2.0
2016-04-22,3.0
2016-04-23,3.0
2016-04-24,2.0
2016-04-25,2.0
2016-04-26,2.0
2016-04-27,2.0
2016-04-28,3.0
2016-04-29,3.0
2016-04-30,3.0
2016-05-01,2.0
2016-05-02,4.0
2016-05-03,1.0
2016-05-04,2.0
2016-05-05,3.0
2016-05-06,2.0
2016-05-07,2.0
2016-05-08,3.0
2016-05-09,4.0
2016-05-10,2.0
2016-05-11,2.0
2016-05-12,2.0
2016-05-13,3.0
2016-05-14,2.0
2016-05-15,4.0
2016-05-16,3.0
2016-05-17,2.0
2016-05-18,2.0
2016-05-19,4.0
2016-05-20,2.0
2016-05-21,3.0
2016-05-22,3.0
2016-05-23,2.0
2016-05-24,1.0
2016-05-25,2.0
2016-05-26,4.0
2016-05-27,1.0
2016-05-28,1.0
2016-05-29,4.0
2016-05-30,4.0
2016-05-31,2.0
2016-06-01,2.0
2016-06-02,3.0
2016-06-03,3.0
2016-06-04,2.0
2016-06-05,2.0
2016-06-06,5.0
2016-06-07,1.0
2016-06-08,1.0
2016-06-09,3.0
2016-06-10,4.0
2016-06-11,2.0
2016-06-12,4.0
2016-06-13,3.0
2016-06-14,2.0
2016-06-15,3.0
2016-06-16,3.0
2016-06-17,4.0
2016-06-18,2.0
2016-06-19,3.0
2016-06-20,3.0
2016-06-21,2.0
2016-06-22,2.0
2016-06-23,1.0
2016-06-24,3.0
2016-06-25,2.0
2016-06-26,6.0
2016-06-27,3.0
2016-06-28,3.0
2016-06-29,2.0
2016-06-30,3.0
2016-07-01,3.0
2016-07-02,3.0
2016-07-03,4.0
2016-07-04,4.0
2016-07-05,4.0
2016-07-06,3.0
2016-07-07,3.0
2016-07-08,3.0
2016-07-09,4.0
2016-07-10,4.0
2016-07-11,5.0
2016-07-12,2.0
2016-07-13,4.0
2016-07-14,3.0
2016-07-15,3.0
2016-07-16,5.0
2016-07-17,5.0
2016-07-18,6.0
2016-07-19,3.0
2016-07-20,2.0
2016-07-21,5.0
2016-07-22,3.0
2016-07-23,6.0
2016-07-24,4.0
2016-07-25,5.0
2016-07-26,3.0
2016-07-27,3.0
2016-07-28,3.0
2016-07-29,3.0
2016-07-30,6.0
2016-07-31,5.0
2016-08-01,8.0
2016-08-02,4.0
2016-08-03,5.0
2016-08-04,5.0
2016-08-05,4.0
2016-08-06,5.0
2016-08-07,4.0
2016-08-08,8.0
2016-08-09,4.0
2016-08-10,3.0
2016-08-11,5.0
2016-08-12,5.0
2016-08-13,6.0
2016-08-14,5.0
2016-08-15,6.0
2016-08-16,5.0
2016-08-17,4.0
2016-08-18,4.0
2016-08-19,4.0
2016-08-20,6.0
2016-08-21,5.0
2016-08-22,7.0
2016-08-23,3.0
2016-08-24,3.0
2016-08-25,3.0
2016-08-26,4.0
2016-08-27,4.0
2016-08-28,6.0
2016-08-29,4.0
2016-08-30,2.0
2016-08-31,3.0
2016-09-01,4.0
2016-09-02,3.0
2016-09-03,4.0
2016-09-04,3.0
2016-09-05,6.0
2016-09-06,3.0
2016-09-07,2.0
2016-09-08,3.0
2016-09-09,3.0
2016-09-10,3.0
2016-09-11,4.0
2016-09-12,3.0
2016-09-13,3.0
2016-09-14,2.0
2016-09-15,4.0
2016-09-16,3.0
2016-09-17,3.0
2016-09-18,4.0
2016-09-19,4.0
2016-09-20,2.0
2016-09-21,3.0
2016-09-22,3.0
2016-09-23,2.0
2016-09-24,2.0
2016-09-25,4.0
2016-09-26,4.0
2016-09-27,2.0
2016-09-28,2.0
2016-09-29,2.0
2016-09-30,3.0
2016-10-01,2.0
2016-10-02,3.0
2016-10-03,3.0
2016-10-04,2.0
2016-10-05,2.0
2016-10-06,2.0
2016-10-07,3.0
2016-10-08,2.0
2016-10-09,3.0
2016-10-10,3.0
2016-10-11,2.0
2016-10-12,1.0
2016-10-13,2.0
2016-10-14,2.0
2016-10-15,2.0
2016-10-16,5.0
2016-10-17,3.0
2016-10-18,1.0
2016-10-19,2.0
2016-10-20,2.0
2016-10-21,3.0
2016-10-22,2.0
2016-10-23,4.0
2016-10-24,2.0
2016-10-25,2.0
2016-10-26,2.0
2016-10-27,2.0
2016-10-28,3.0
2016-10-29,3.0
2016-10-30,3.0
2016-10-31,3.0
2016-11-01,1.0
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,2.0
2016-11-06,4.0
2016-11-07,5.0
2016-11-08,1.0
2016-11-09,1.0
2016-11-10,2.0
2016-11-11,3.0
2016-11-12,2.0
2016-11-13,2.0
2016-11-14,3.0
2016-11-15,1.0
2016-11-16,1.0
2016-11-17,1.0
2016-11-18,2.0
2016-11-19,2.0
2016-11-20,1.0
2016-11-21,2.0
2016-11-22,0.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,2.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,2.0
2016-12-04,1.0
2016-12-05,2.0
2016-12-06,0.0
2016-12-07,1.0
2016-12-08,3.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,1.0
2016-12-26,2.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,2.0
2016-12-30,6.0
2016-12-31,1.0
2017-01-01,2.0
2017-01-02,3.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,3.0
2017-01-17,0.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,1.0
2017-01-21,1.0
2017-01-22,1.0
2017-01-23,1.0
2017-01-24,0.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,2.0
2017-02-03,0.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,1.0
2017-02-07,0.0
2017-02-08,1.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,3.0
2017-02-13,3.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,3.0
2017-02-20,2.0
2017-02-21,1.0
2017-02-22,2.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,3.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,1.0
2017-03-01,1.0
2017-03-02,2.0
2017-03-03,2.0
2017-03-04,1.0
2017-03-05,3.0
2017-03-06,2.0
2017-03-07,1.0
2017-03-08,1.0
2017-03-09,1.0
2017-03-10,2.0
2017-03-11,2.0
2017-03-12,2.0
2017-03-13,3.0
2017-03-14,1.0
2017-03-15,1.0
2017-03-16,2.0
2017-03-17,2.0
2017-03-18,2.0
2017-03-19,3.0
2017-03-20,3.0
2017-03-21,1.0
2017-03-22,1.0
2017-03-23,2.0
2017-03-24,2.0
2017-03-25,2.0
2017-03-26,3.0
2017-03-27,2.0
2017-03-28,1.0
2017-03-29,2.0
2017-03-30,3.0
2017-03-31,3.0
